atleta_id,club_id,fecha_inicio,fecha_fin
160,10,2023-06-01,
161,10,2024-01-01,
162,10,2024-06-01,
163,10,2024-06-01,
164,11,2021-05-01,
165,11,2021-05-01,
166,11,2022-05-01,
167,11,2022-06-01,
168,11,2022-12-01,
169,11,2022-12-01,
170,11,2023-02-01,
171,11,2023-02-01,
172,11,2023-04-01,
173,11,2023-04-01,
174,11,2023-04-01,
175,11,2023-04-01,
176,11,2023-04-01,
177,11,2023-04-01,
178,11,2023-04-01,
179,11,2023-04-01,
180,11,2023-06-01,
181,11,2023-06-01,
182,11,2023-12-01,
183,11,2023-12-01,
184,11,2024-01-01,
185,12,2021-05-01,
186,12,2021-05-01,
187,12,2021-11-01,
188,12,2022-01-01,
189,12,2023-06-01,
190,12,2023-06-01,
191,12,2024-03-01,
192,13,2021-05-01,
193,13,2021-05-01,
194,13,2022-02-01,
195,13,2022-06-01,
196,13,2022-06-01,
197,13,2022-06-01,
198,13,2022-06-01,
199,13,2022-12-01,
200,13,2022-12-01,
201,13,2023-01-01,
202,13,2023-01-01,
203,13,2023-01-01,
204,13,2023-01-01,
205,13,2023-01-01,
206,13,2023-01-01,
207,13,2023-02-01,
208,13,2023-02-01,
209,13,2023-02-01,
210,13,2023-02-01,
211,13,2023-02-01,
212,13,2023-02-01,
213,13,2023-02-01,
214,13,2023-12-01,
215,13,2023-12-01,
216,13,2023-12-01,
217,13,2023-12-01,
218,13,2023-12-01,
219,13,2023-12-01,
220,13,2023-12-01,
221,13,2023-12-01,
222,13,2023-12-01,
223,13,2023-12-01,
224,13,2023-12-01,
225,13,2023-12-01,
226,13,2023-12-01,
227,13,2023-12-01,
228,13,2023-12-01,
229,13,2024-01-01,
230,13,2024-01-01,
231,13,2024-01-01,
232,13,2024-01-01,
233,13,2024-01-01,
234,13,2024-01-01,
235,13,2024-01-01,
236,13,2024-01-01,
237,13,2024-01-01,
238,13,2024-01-01,
239,13,2024-01-01,
240,13,2024-01-01,
241,13,2024-01-01,
242,13,2024-01-01,
243,13,2024-01-01,
244,13,2024-01-01,
245,13,2024-03-01,
246,13,2024-03-01,
247,13,2024-03-01,
248,13,2024-05-01,
249,13,2024-06-01,
250,13,2024-06-01,
251,14,2022-02-01,
252,14,2022-02-01,
253,14,2022-02-01,
254,14,2022-05-01,
255,14,2022-05-01,
256,14,2022-05-01,
257,14,2022-11-01,
258,14,2022-11-01,
259,14,2022-11-01,
260,14,2022-11-01,
261,14,2022-11-01,
262,14,2022-11-01,
263,14,2022-11-01,
264,14,2022-11-01,
265,14,2022-11-01,
266,14,2022-11-01,
267,14,2022-11-01,
268,14,2022-12-01,
269,14,2022-12-01,
270,14,2022-12-01,
271,14,2022-12-01,
272,14,2023-05-01,
273,14,2023-06-01,
274,14,2023-06-01,
275,14,2023-06-01,
276,14,2023-06-01,
277,14,2023-06-01,
278,14,2023-06-01,
279,14,2024-01-01,
280,14,2024-01-01,
281,15,2021-06-01,
282,15,2022-05-01,
283,16,2021-06-01,
284,16,2021-06-01,
285,16,2021-06-01,
286,16,2021-06-01,
287,16,2021-06-01,
288,16,2021-06-01,
289,16,2021-06-01,
290,16,2021-06-01,
291,16,2021-06-01,
292,16,2021-06-01,
293,16,2022-02-01,
294,16,2022-02-01,
295,16,2022-02-01,
296,16,2022-02-01,
297,16,2022-02-01,
298,16,2022-02-01,
299,16,2022-02-01,
300,16,2022-02-01,
301,16,2022-02-01,
302,16,2022-02-01,
303,16,2022-02-01,
304,16,2022-08-01,
305,16,2022-11-01,
306,16,2022-11-01,
307,16,2023-03-01,
308,16,2023-06-01,
309,16,2023-06-01,
310,16,2023-06-01,
311,16,2023-11-01,
312,16,2023-11-01,
313,16,2023-12-01,
314,16,2024-01-01,
315,16,2024-01-01,
316,16,2024-01-01,
317,16,2024-01-01,
318,16,2024-01-01,
319,16,2024-01-01,
320,16,2024-01-01,
321,16,2024-01-01,
322,16,2024-01-01,
323,16,2024-01-01,
324,16,2024-01-01,
325,16,2024-01-01,
326,16,2024-01-01,
327,16,2024-01-01,
328,16,2024-01-01,
329,16,2024-01-01,
330,17,2021-06-01,
331,17,2021-06-01,
332,17,2021-06-01,
333,17,2022-01-01,
334,17,2022-01-01,
335,17,2022-01-01,
336,17,2022-02-01,
337,17,2022-02-01,
338,17,2022-02-01,
339,17,2022-02-01,
340,17,2022-02-01,
341,17,2022-12-01,
342,17,2022-12-01,
343,17,2022-12-01,
344,17,2022-12-01,
345,17,2022-12-01,
346,17,2023-01-01,
347,17,2023-01-01,
348,17,2023-01-01,
349,17,2023-01-01,
350,17,2023-01-01,
351,17,2023-05-01,
352,17,2023-06-01,
353,17,2023-06-01,
354,17,2023-09-01,
355,17,2023-09-01,
356,17,2023-09-01,
357,17,2023-09-01,
358,17,2023-12-01,
359,17,2023-12-01,
360,17,2023-12-01,
361,17,2023-12-01,
362,17,2024-01-01,
363,17,2024-06-01,
364,18,2021-06-01,
365,18,2021-06-01,
366,18,2021-06-01,
367,18,2021-06-01,
368,18,2022-02-01,
369,18,2022-05-01,
370,18,2023-05-01,
371,18,2024-06-01,
372,18,2024-06-01,
373,19,2021-06-01,
374,19,2022-05-01,
375,19,2023-06-01,
376,20,2021-06-01,
377,20,2021-06-01,
378,20,2021-06-01,
379,20,2022-05-01,
380,20,2022-11-01,
381,20,2022-11-01,
382,20,2022-11-01,
383,20,2022-11-01,
384,20,2022-11-01,
385,20,2023-02-01,
386,20,2023-02-01,
387,20,2023-02-01,
388,20,2023-05-01,
389,20,2024-05-01,
390,20,2024-05-01,
391,20,2024-08-01,
392,22,2023-06-01,
393,22,2023-06-01,
394,23,2023-01-01,
395,23,2024-01-01,
396,23,2024-01-01,
397,23,2024-01-01,
398,23,2024-08-01,
399,23,2024-08-01,
400,24,2021-06-01,
401,24,2021-06-01,
402,24,2021-06-01,
403,24,2021-06-01,
404,24,2021-06-01,
405,24,2021-06-01,
406,24,2021-06-01,
407,24,2021-06-01,
408,24,2022-01-01,
409,24,2022-01-01,
410,24,2022-06-01,
411,24,2022-06-01,
412,24,2022-06-01,
413,24,2022-06-01,
414,24,2022-06-01,
415,24,2022-06-01,
416,24,2022-06-01,
417,24,2022-06-01,
418,24,2022-11-01,
419,24,2022-11-01,
420,24,2022-11-01,
421,24,2022-11-01,
422,24,2022-11-01,
423,24,2022-11-01,
424,24,2023-01-01,
425,24,2023-01-01,
426,24,2023-01-01,
427,24,2023-02-01,
428,24,2023-02-01,
429,24,2023-02-01,
430,24,2023-02-01,
431,24,2023-02-01,
432,24,2023-06-01,
433,24,2023-06-01,
434,24,2023-06-01,
435,24,2023-06-01,
436,24,2023-06-01,
437,24,2023-09-01,
438,24,2023-09-01,
439,24,2023-12-01,
440,24,2023-12-01,
441,24,2023-12-01,
442,24,2023-12-01,
443,24,2024-01-01,
444,24,2024-01-01,
445,24,2024-01-01,
446,24,2024-01-01,
447,24,2024-03-01,
448,24,2024-06-01,
449,25,2021-11-01,
450,25,2023-12-01,
451,25,2023-12-01,
452,25,2023-12-01,
453,25,2023-12-01,
454,25,2023-12-01,
455,25,2023-12-01,
456,25,2023-12-01,
457,25,2024-08-01,
458,25,2024-08-01,
459,25,2024-08-01,
460,25,2024-08-01,
461,26,2021-11-01,
462,26,2021-11-01,
463,26,2021-11-01,
464,26,2021-11-01,
465,26,2021-11-01,
466,26,2021-11-01,
467,26,2021-11-01,
468,26,2021-11-01,
469,26,2021-11-01,
470,26,2021-11-01,
471,26,2021-11-01,
472,26,2022-05-01,
473,26,2022-06-01,
474,26,2022-11-01,
475,26,2022-11-01,
476,26,2022-11-01,
477,26,2022-12-01,
478,26,2023-02-01,
479,26,2023-02-01,
480,26,2023-05-01,
481,26,2023-05-01,
482,26,2023-06-01,
483,26,2023-06-01,
484,26,2023-06-01,
485,26,2023-06-01,
486,26,2023-09-01,
487,26,2023-09-01,
488,26,2023-09-01,
489,27,2022-05-01,
490,27,2022-05-01,
491,27,2022-05-01,
492,27,2022-05-01,
493,27,2022-05-01,
494,27,2022-06-01,
495,27,2023-06-01,
496,27,2023-06-01,
497,27,2023-06-01,
498,27,2023-06-01,
499,27,2024-05-01,
500,27,2024-06-01,
501,28,2022-01-01,
502,28,2022-02-01,
503,28,2022-06-01,
504,28,2023-09-01,
505,28,2023-09-01,
506,28,2023-09-01,
507,28,2023-09-01,
508,29,2022-01-01,
509,29,2022-02-01,
510,29,2022-02-01,
511,29,2022-02-01,
512,29,2022-12-01,
513,29,2022-12-01,
514,29,2022-12-01,
515,29,2023-01-01,
516,29,2023-01-01,
517,29,2023-01-01,
518,29,2023-01-01,
519,29,2023-02-01,
520,29,2023-02-01,
521,29,2023-02-01,
522,29,2023-02-01,
523,29,2023-12-01,
524,29,2024-01-01,
525,29,2024-01-01,
526,29,2024-01-01,
527,30,2022-01-01,
528,30,2022-04-01,
529,30,2022-11-01,
530,30,2022-12-01,
531,30,2022-12-01,
532,30,2022-12-01,
533,30,2022-12-01,
534,30,2022-12-01,
535,30,2022-12-01,
536,30,2022-12-01,
537,30,2022-12-01,
538,30,2022-12-01,
539,30,2023-11-01,
540,30,2023-11-01,
541,30,2023-11-01,
542,30,2023-11-01,
543,30,2023-11-01,
544,30,2023-11-01,
545,30,2024-03-01,
546,30,2024-06-01,
547,31,2022-02-01,
548,31,2022-02-01,
549,31,2022-02-01,
550,31,2022-02-01,
551,31,2022-02-01,
552,31,2022-02-01,
553,31,2022-12-01,
554,31,2023-02-01,
555,31,2023-02-01,
556,31,2023-02-01,
557,31,2023-02-01,
558,31,2023-02-01,
559,31,2023-02-01,
560,31,2023-02-01,
561,31,2023-02-01,
562,31,2023-06-01,
563,31,2023-06-01,
564,31,2023-12-01,
565,31,2024-01-01,
566,31,2024-01-01,
567,31,2024-01-01,
568,31,2024-01-01,
569,31,2024-01-01,
570,32,2022-02-01,
571,32,2022-02-01,
572,32,2022-02-01,
573,32,2022-02-01,
574,32,2022-12-01,
575,32,2023-01-01,
576,32,2023-01-01,
577,32,2023-03-01,
578,32,2023-03-01,
579,32,2023-12-01,
580,32,2023-12-01,
581,32,2023-12-01,
582,32,2023-12-01,
583,32,2024-01-01,
584,32,2024-03-01,
585,33,2022-02-01,
586,33,2022-02-01,
587,33,2022-02-01,
588,33,2022-02-01,
589,33,2022-02-01,
590,33,2022-02-01,
591,33,2022-12-01,
592,33,2023-01-01,
593,33,2023-09-01,
594,33,2023-12-01,
595,33,2023-12-01,
596,34,2022-02-01,
597,34,2022-02-01,
598,34,2022-05-01,
599,34,2022-05-01,
600,34,2022-05-01,
601,34,2023-12-01,
602,35,2022-01-01,
603,35,2023-02-01,
604,35,2024-08-01,
605,36,2022-02-01,
606,36,2022-02-01,
607,36,2022-02-01,
608,36,2022-05-01,
609,36,2022-05-01,
610,36,2023-03-01,
611,36,2023-03-01,
612,36,2023-05-01,
613,36,2023-06-01,
614,36,2023-09-01,
615,36,2023-11-01,
616,36,2023-11-01,
617,36,2023-11-01,
618,36,2023-11-01,
619,36,2023-11-01,
620,36,2023-11-01,
621,36,2023-11-01,
622,36,2024-06-01,
623,36,2024-06-01,
624,36,2024-06-01,
625,36,2024-06-01,
626,37,2022-05-01,
627,37,2022-05-01,
628,37,2023-03-01,
629,37,2023-03-01,
630,37,2023-03-01,
631,37,2023-03-01,
632,37,2023-03-01,
633,37,2023-03-01,
634,37,2023-03-01,
635,37,2023-03-01,
636,37,2023-03-01,
637,37,2023-03-01,
638,37,2023-03-01,
639,37,2023-03-01,
640,37,2023-05-01,
641,37,2023-06-01,
642,37,2023-06-01,
643,37,2023-06-01,
644,37,2023-06-01,
645,37,2024-05-01,
646,37,2024-06-01,
647,38,2022-05-01,
648,38,2022-05-01,
649,38,2022-05-01,
650,38,2022-06-01,
651,38,2022-06-01,
652,38,2023-03-01,
653,38,2023-03-01,
654,38,2023-03-01,
655,38,2023-03-01,
656,38,2023-03-01,
657,38,2023-03-01,
658,38,2023-03-01,
659,38,2023-03-01,
660,38,2023-03-01,
661,38,2023-03-01,
662,38,2023-03-01,
663,38,2023-03-01,
664,38,2023-03-01,
665,38,2023-03-01,
666,38,2023-03-01,
667,38,2023-03-01,
668,38,2023-03-01,
669,38,2023-03-01,
670,38,2023-03-01,
671,38,2023-03-01,
672,38,2023-03-01,
673,38,2023-03-01,
674,38,2023-03-01,
675,38,2023-05-01,
676,38,2023-06-01,
677,38,2023-06-01,
678,38,2023-06-01,
679,38,2024-03-01,
680,38,2024-05-01,
681,38,2024-06-01,
682,39,2022-02-01,
683,39,2022-02-01,
684,39,2022-02-01,
685,39,2022-02-01,
686,39,2022-03-01,
687,39,2022-04-01,
688,39,2022-04-01,
689,39,2022-04-01,
690,39,2022-04-01,
691,39,2022-04-01,
692,39,2022-05-01,
693,39,2023-01-01,
694,39,2023-01-01,
695,39,2023-01-01,
696,39,2023-01-01,
697,39,2023-12-01,
698,39,2023-12-01,
699,40,2022-02-01,
700,40,2022-02-01,
701,40,2023-03-01,
702,40,2023-03-01,
703,40,2023-03-01,
704,40,2023-03-01,
705,40,2023-03-01,
706,40,2023-03-01,
707,40,2023-03-01,
708,40,2023-06-01,
709,40,2023-06-01,
710,40,2023-06-01,
711,40,2023-06-01,
712,40,2024-05-01,
713,40,2024-05-01,
714,42,2022-02-01,
715,42,2022-02-01,
716,42,2022-02-01,
717,42,2023-11-01,
718,42,2023-11-01,
719,43,2022-02-01,
720,44,2022-02-01,
721,44,2022-02-01,
722,44,2022-12-01,
723,44,2022-12-01,
724,44,2023-01-01,
725,44,2023-02-01,
726,44,2023-03-01,
727,44,2023-05-01,
728,44,2023-05-01,
729,44,2023-05-01,
730,44,2023-05-01,
731,44,2023-12-01,
732,44,2024-01-01,
733,44,2024-01-01,
734,44,2024-02-01,
735,44,2024-02-01,
736,44,2024-02-01,
737,44,2024-02-01,
738,44,2024-02-01,
739,44,2024-02-01,
740,44,2024-02-01,
741,44,2024-02-01,
742,44,2024-02-01,
743,44,2024-02-01,
744,44,2024-02-01,
745,44,2024-02-01,
746,45,2022-06-01,
747,45,2023-03-01,
748,45,2023-03-01,
749,45,2023-03-01,
750,46,2022-06-01,
751,47,2023-05-01,
752,47,2024-06-01,
753,48,2022-02-01,
754,48,2022-02-01,
755,49,2022-02-01,
756,49,2022-02-01,
757,49,2022-02-01,
758,49,2024-05-01,
759,49,2024-06-01,
760,49,2024-06-01,
761,49,2024-06-01,
762,50,2022-02-01,
763,50,2022-02-01,
764,50,2023-06-01,
765,50,2024-06-01,
766,51,2022-02-01,
767,51,2022-02-01,
768,51,2022-02-01,
769,51,2022-02-01,
770,51,2022-02-01,
771,51,2022-02-01,
772,51,2023-02-01,
773,51,2023-02-01,
774,51,2023-02-01,
775,51,2023-02-01,
776,51,2023-02-01,
777,51,2023-02-01,
778,51,2023-02-01,
779,51,2023-03-01,
780,51,2023-03-01,
781,51,2023-03-01,
782,51,2023-06-01,
783,51,2023-06-01,
784,51,2023-06-01,
785,51,2023-12-01,
786,51,2024-05-01,
787,52,2022-02-01,
788,52,2022-02-01,
789,52,2023-01-01,
790,52,2023-01-01,
791,52,2023-01-01,
792,52,2023-02-01,
793,52,2023-02-01,
794,52,2023-02-01,
795,52,2023-02-01,
796,52,2023-05-01,
797,52,2023-05-01,
798,52,2023-05-01,
799,52,2023-06-01,
800,52,2023-06-01,
801,52,2024-05-01,
802,52,2024-05-01,
803,52,2024-06-01,
804,52,2024-06-01,
805,52,2024-06-01,
806,53,2022-02-01,
807,53,2022-02-01,
808,53,2022-02-01,
809,53,2022-02-01,
810,53,2022-02-01,
811,53,2023-12-01,
812,53,2023-12-01,
813,53,2024-01-01,
814,55,2022-02-01,
815,55,2023-11-01,
816,55,2023-11-01,
817,55,2024-03-01,
818,56,2022-02-01,
819,57,2022-05-01,
820,57,2022-05-01,
821,57,2022-05-01,
822,57,2022-11-01,
823,57,2023-06-01,
824,57,2023-06-01,
825,57,2023-06-01,
826,57,2023-06-01,
827,57,2023-06-01,
828,57,2023-06-01,
829,57,2023-06-01,
830,57,2023-09-01,
831,57,2023-09-01,
832,57,2023-09-01,
833,57,2023-09-01,
834,57,2023-09-01,
835,57,2024-05-01,
836,57,2024-05-01,
837,57,2024-06-01,
838,57,2024-08-01,
839,57,2024-08-01,
840,57,2024-08-01,
841,58,2022-03-01,
842,58,2022-03-01,
843,58,2022-03-01,
844,58,2022-03-01,
845,58,2022-03-01,
846,58,2022-03-01,
847,58,2022-03-01,
848,59,2024-03-01,
849,60,2023-05-01,
850,61,2022-04-01,
851,61,2022-04-01,
852,61,2022-05-01,
853,61,2022-05-01,
854,61,2022-05-01,
855,61,2022-05-01,
856,61,2023-01-01,
857,61,2023-01-01,
858,61,2023-01-01,
859,61,2023-01-01,
860,61,2023-01-01,
861,61,2023-01-01,
862,61,2023-01-01,
863,61,2023-01-01,
864,61,2023-01-01,
865,61,2023-01-01,
866,61,2023-01-01,
867,61,2023-01-01,
868,61,2023-01-01,
869,61,2023-04-01,
870,61,2024-05-01,
871,61,2024-05-01,
872,61,2024-06-01,
873,62,2022-05-01,
874,62,2022-05-01,
875,62,2022-05-01,
876,62,2023-06-01,
877,62,2023-09-01,
878,63,2022-11-01,
879,63,2022-11-01,
880,63,2023-02-01,
881,63,2023-03-01,
882,63,2023-03-01,
883,63,2023-03-01,
884,63,2023-06-01,
885,63,2023-12-01,
886,63,2023-12-01,
887,63,2023-12-01,
888,64,2022-11-01,
889,64,2022-11-01,
890,64,2023-01-01,
891,64,2023-01-01,
892,64,2023-01-01,
893,65,2023-02-01,
894,65,2023-03-01,
895,65,2024-01-01,
896,65,2024-01-01,
897,65,2024-01-01,
898,66,2023-11-01,
899,68,2023-01-01,
900,68,2023-01-01,
901,68,2024-05-01,
902,69,2023-01-01,
903,69,2023-04-01,
904,69,2023-04-01,
905,69,2023-04-01,
906,69,2023-04-01,
907,69,2023-12-01,
908,69,2024-06-01,
909,70,2023-04-01,
910,70,2023-04-01,
911,70,2023-04-01,
912,70,2023-04-01,
913,70,2023-04-01,
914,71,2023-03-01,
915,71,2024-01-01,
916,71,2024-01-01,
917,71,2024-06-01,
918,72,2023-04-01,
919,73,2023-04-01,
920,74,2023-05-01,
921,75,2023-05-01,
922,75,2023-05-01,
923,75,2023-05-01,
924,75,2024-03-01,
925,76,2023-05-01,
926,76,2023-05-01,
927,78,2023-06-01,
928,79,2023-06-01,
929,80,2023-06-01,
930,81,2023-09-01,
931,82,2023-11-01,
932,55,2023-11-01,
933,55,2023-11-01,
934,55,2023-11-01,
935,55,2023-11-01,
936,55,2023-11-01,
937,55,2023-11-01,
938,55,2023-11-01,
939,55,2023-11-01,
940,55,2023-11-01,
941,55,2023-11-01,
942,55,2023-11-01,
943,55,2023-11-01,
944,55,2023-11-01,
945,55,2023-11-01,
946,55,2023-11-01,
947,55,2023-11-01,
948,55,2023-11-01,
949,55,2023-11-01,
950,55,2023-11-01,
951,55,2023-11-01,
952,55,2023-11-01,
953,55,2023-11-01,
954,55,2023-11-01,
955,55,2023-11-01,
956,83,2023-12-01,
957,84,2024-01-01,
958,86,2024-01-01,
959,86,2024-06-01,
960,87,2024-01-01,
961,87,2024-01-01,
962,88,2024-01-01,
963,55,2024-03-01,
964,55,2024-03-01,
965,55,2024-03-01,
966,89,2024-06-01,
967,90,2024-06-01,
968,4,2023-08-01,
969,4,2023-08-01,
970,11,2023-05-01,
971,14,2021-06-01,
972,14,2021-06-01,
973,19,2023-05-01,
974,24,2023-08-01,
975,26,2023-08-01,
976,30,2023-03-01,
977,30,2023-03-01,
978,34,2023-08-01,
979,38,2022-02-01,
980,38,2022-02-01,
981,42,2023-03-01,
982,42,2023-03-01,
983,42,2023-03-01,
984,45,2024-04-01,
985,57,2023-08-01,
986,63,2023-08-01,
987,63,2023-08-01,
988,63,2023-08-01,
989,63,2023-08-01,
990,67,2024-04-01,
991,67,2024-04-01,
992,67,2024-04-01,
993,67,2024-04-01,
994,67,2024-04-01,
995,67,2024-04-01,
996,55,2023-04-01,
997,76,2024-04-01,
998,92,2023-05-01,
999,83,2024-04-01,
1000,93,2024-04-01,
1001,93,2024-04-01,
1002,93,2024-04-01,
1003,93,2024-04-01,
1004,93,2024-04-01,
1005,93,2024-04-01,
1006,93,2024-04-01,
1007,93,2024-04-01,
1008,94,2024-04-01,
1009,90,2024-04-01,
1010,16,2021-08-01,
1011,16,2021-08-01,
1012,3,2023-08-01,
1013,4,2023-08-01,
1014,12,2023-04-01,
1015,17,2023-08-01,
1016,30,2023-03-01,
1017,30,2023-03-01,
1018,30,2023-03-01,
1019,34,2023-05-01,
1020,34,2023-05-01,
1021,34,2023-05-01,
1022,34,2023-08-01,
1023,34,2023-08-01,
1024,34,2023-08-01,
1025,37,2022-02-01,
1026,38,2022-02-01,
1027,38,2022-02-01,
1028,38,2022-02-01,
1029,38,2022-02-01,
1030,38,2022-02-01,
1031,38,2022-02-01,
1032,45,2024-04-01,
1033,52,2023-05-01,
1034,52,2023-05-01,
1035,55,2024-04-01,
1036,57,2023-08-01,
1037,57,2023-08-01,
1038,57,2023-08-01,
1039,63,2023-08-01,
1040,63,2023-08-01,
1041,63,2023-08-01,
1042,67,2024-04-01,
1043,67,2024-04-01,
1044,67,2024-04-01,
1045,67,2024-04-01,
1046,83,2024-04-01,
1047,83,2024-04-01,
1048,93,2024-04-01,
1049,93,2024-04-01,
1050,93,2024-04-01,
1051,93,2024-04-01,
1052,93,2024-04-01,
1053,90,2024-04-01,
1054,3,2024-03-01,
1055,7,2024-03-01,
1056,7,2024-03-01,
1057,7,2024-03-01,
1058,32,2024-03-01,
1059,32,2024-03-01,
1060,32,2024-03-01,
1061,32,2024-03-01,
1062,22,2021-06-01,
1063,18,2021-11-01,
1064,18,2021-11-01,
1065,18,2021-11-01,
1066,18,2021-11-01,
1067,18,2021-11-01,
1068,18,2021-11-01,
1069,22,2021-06-01,
1070,23,2021-06-01,
1071,53,2023-12-01,
1072,3,2022-02-01,
1073,3,2024-03-01,
1074,4,2022-02-01,
1075,4,2023-12-01,
1076,4,2023-12-01,
1077,4,2024-02-01,
1078,5,2023-12-01,
1079,5,2024-01-01,
1080,5,2024-02-01,
1081,10,2022-04-01,
1082,10,2022-04-01,
1083,10,2022-04-01,
1084,10,2024-05-01,
1085,10,2024-06-01,
1086,11,2023-06-01,
1087,11,2023-06-01,
1088,11,2024-06-01,
1089,11,2024-06-01,
1090,12,2023-12-01,
1091,12,2023-04-01,
1092,13,2023-12-01,
1093,13,2023-12-01,
1094,13,2023-12-01,
1095,13,2023-12-01,
1096,13,2024-02-01,
1097,13,2024-05-01,
1098,13,2024-05-01,
1099,13,2024-06-01,
1100,16,2022-05-01,
1101,17,2023-01-01,
1102,17,2023-12-01,
1103,18,2023-12-01,
1104,18,2023-12-01,
1105,20,2022-05-01,
1106,20,2023-12-01,
1107,20,2023-12-01,
1108,20,2023-12-01,
1109,20,2024-05-01,
1110,24,2022-06-01,
1111,25,2024-01-01,
1112,25,2024-01-01,
1113,25,2024-01-01,
1114,25,2024-01-01,
1115,25,2024-01-01,
1116,26,2024-02-01,
1117,26,2024-02-01,
1118,27,2022-02-01,
1119,27,2024-05-01,
1120,27,2024-06-01,
1121,27,2024-06-01,
1122,28,2022-02-01,
1123,28,2022-02-01,
1124,28,2022-02-01,
1125,28,2023-01-01,
1126,29,2022-04-01,
1127,29,2024-01-01,
1128,31,2022-02-01,
1129,32,2022-02-01,
1130,32,2024-05-01,
1131,34,2024-06-01,
1132,36,2022-02-01,
1133,37,2024-05-01,
1134,38,2024-05-01,
1135,39,2023-12-01,
1136,39,2024-06-01,
1137,40,2023-06-01,
1138,41,2024-06-01,
1139,41,2024-06-01,
1140,41,2024-06-01,
1141,47,2022-02-01,
1142,47,2023-12-01,
1143,98,2022-02-01,
1144,50,2024-01-01,
1145,50,2024-06-01,
1146,50,2024-06-01,
1147,51,2024-02-01,
1148,52,2024-02-01,
1149,52,2024-05-01,
